equipo,jugador,posicion,club,edad,goles,asistencias,minutos_jugados,estado_fisico,titular_probable,xg_jugador,tarjetas_amarillas,tarjetas_rojas,notas,fecha_actualizacion
AUS,Jacob Italiano,DEL,,24.0,5.0,,,disponible,False,,0.0,0.0,EST: delantero/extremo convocado en roster Australia 2026. FAR: opción de banda en recambio. Confianza: Alta (ESPN API) EST-ESPN-CARRERA: APP=77; G=5; YC=6; RC=0.,2026-05-10
AUS,Nishan Velupillay,DEL,,25.0,24.0,,,disponible,False,,0.0,0.0,EST: delantero convocado en roster Australia 2026; asistencia registrada vs Curaçao. FAR: impacto desde banca en amistosos. Confianza: Alta (ESPN API/BBC) EST-ESPN-CARRERA: APP=138; G=24; YC=6; RC=0.,2026-05-10
AUS,Deni Juric,DEL,,28.0,0.0,,,disponible,False,,0.0,0.0,EST: delantero convocado en roster Australia 2026. FAR: alternativa de área. Confianza: Alta (ESPN API) EST-ESPN-CARRERA: APP=6; G=0; YC=0; RC=0.,2026-05-10
AUS,Ante Suto,DEL,,25.0,4.0,,,disponible,False,,0.0,0.0,EST: delantero convocado en roster Australia 2026. FAR: profundidad ofensiva de la convocatoria. Confianza: Alta (ESPN API) EST-ESPN-CARRERA: APP=12; G=4; YC=2; RC=0.,2026-05-10
AUS,Cristian Volpato,DEL,Sassuolo,22.0,,,,disponible,False,,,,ESPN 2026-06-06: cambia de Italia a Australia e integra lista de 26; Popovic confirma que puede sumar minutos pero aun por debajo del grupo en condicion fisica.,2026-06-06
MEX,Raúl Jiménez,DEL,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
MEX,Edson Álvarez,DEF,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
MEX,Santiago Gimenez,DEL,,25.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
RSA,Ronwen Williams,POR,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
RSA,Teboho Mokoena,MED,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
RSA,Lyle Foster,DEL,,25.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KOR,Son Heung-Min,DEL,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KOR,Kim Min-Jae,DEF,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KOR,Lee Kang-In,MED,,25.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CZE,Patrik Schick,DEL,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CZE,Tomás Soucek,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CZE,Vladimír Coufal,DEF,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CAN,Maxime Crépeau,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CAN,Dayne St. Clair,POR,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CAN,Owen Goodman,POR,,22.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BIH,Nikola Vasiljev,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BIH,Martin Zlomislic,POR,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BIH,Mladen Jurkas,POR,,18.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
QAT,Meshaal Barsham,POR,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
QAT,Salah Zakaria,POR,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
QAT,Mahmud Abunada,POR,,26.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SUI,Yvon Mvogo,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SUI,Gregor Kobel,POR,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SUI,Marvin Keller,POR,,23.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BRA,Ederson,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BRA,Alex Sandro,DEF,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BRA,Casemiro,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
MAR,Yassine Bounou,POR,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
MAR,Issa Diop,DEF,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
MAR,Sofyan Amrabat,MED,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
HAI,Johny Placide,POR,,38.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
HAI,Ricardo Adé,DEF,,36.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
HAI,Jean-Ricner Bellegarde,MED,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SCO,Liam Kelly,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SCO,Andrew Robertson,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SCO,Ryan Christie,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GER,Manuel Neuer,POR,,40.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GER,Nathaniel Brown,DEF,,22.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GER,Pascal Gross,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CUW,Eloy Room,POR,,37.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CUW,Joshua Brenet,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CUW,Leandro Bacuna,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CIV,Alban Lafont,POR,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CIV,Evan Ndicka,DEF,,26.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CIV,Seko Fofana,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ECU,Gonzalo Valle,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ECU,Pervis Estupiñán,DEF,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ECU,Alan Franco,MED,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NED,Mark Flekken,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NED,Virgil van Dijk,DEF,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NED,Marten de Roon,MED,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JPN,Keisuke Osako,POR,,26.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JPN,Hiroki Ito,DEF,,27.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JPN,Wataru Endo,MED,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SWE,Kristoffer Nordfeldt,POR,,36.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SWE,Carl Starfelt,DEF,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SWE,Ken Sema,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
TUN,Sabri Ben Hessen,POR,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
TUN,Dylan Bronn,DEF,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
TUN,Rani Khedira,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BEL,Thibaut Courtois,POR,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BEL,Thomas Meunier,DEF,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
BEL,Kevin De Bruyne,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
EGY,Mohamed El Shenawy,POR,,37.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
EGY,Mohamed Hany,DEF,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
EGY,Hamdy Fathy,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRN,Hossein Hosseini,POR,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRN,Shoja Khalilzadeh,DEF,,37.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRN,Alireza Jahanbakhsh,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NZL,Max Crocombe,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NZL,Michael Boxall,DEF,,37.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NZL,Ryan Thomas,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ESP,David Raya,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ESP,Eric García,DEF,,25.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ESP,Marcos Llorente,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CPV,Vozinha,POR,,40.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CPV,Stopira,DEF,,38.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CPV,Yannick Semedo,MED,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KSA,Ahmed Al-Kassar,POR,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KSA,Hassan Kadish,DEF,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
KSA,Salem Al-Dawsari,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
URU,Fernando Muslera,POR,,39.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
URU,Gullermo Varela,DEF,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
URU,Emiliano Martínez,MED,,26.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
FRA,Brice Samba,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
FRA,Lucas Digne,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
FRA,N'Golo Kanté,MED,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SEN,Mory Diaw,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SEN,Kalidou Koulibaly,DEF,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
SEN,Lamine Camara,MED,,22.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRQ,Fahad Talib,POR,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRQ,Frans Putros,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
IRQ,Ibrahim Bayesh,MED,,26.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NOR,Ørjan Nyland,POR,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NOR,Marcus Holmgren Pedersen,DEF,,25.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
NOR,Morten Thorsby,MED,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ARG,Emiliano Martínez,POR,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ARG,Cristian Romero,DEF,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ARG,Leandro Paredes,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ALG,Luca Zidane,POR,,28.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ALG,Aïssa Mandi,DEF,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ALG,Nabil Bentaleb,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
AUT,Alexander Schlager,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
AUT,David Alaba,DEF,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
AUT,Konrad Laimer,MED,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JOR,Yazeed Abulaila,POR,,33.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JOR,Ehsan Haddad,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
JOR,Rajaei Ayed,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
POR,Rui Silva,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
POR,João Cancelo,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
POR,Bruno Fernandes,MED,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COD,Lionel M'Pasi,POR,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COD,Arthur Masuaku,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COD,Gaël Kakuta,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
UZB,Botirali Ergashev,POR,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
UZB,Rustamjon Ashurmatov,DEF,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
UZB,Jamshid Iskanderov,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COL,David Ospina,POR,,37.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COL,Daniel Muñoz,DEF,,30.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
COL,James Rodríguez,MED,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ENG,Jordan Pickford,POR,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ENG,John Stones,DEF,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
ENG,Jordan Henderson,MED,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CRO,Dominik Livakovic,POR,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CRO,Duje Caleta-Car,DEF,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
CRO,Luka Modric,MED,,40.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GHA,Lawrence Ati-Zigi,POR,,29.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GHA,Abdul Rahman Baba,DEF,,31.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
GHA,Thomas Partey,MED,,32.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
PAN,Luis Mejía,POR,,35.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
PAN,Roderick Miller,DEF,,34.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
PAN,Aníbal Godoy,MED,,36.0,,,,disponible,True,,,,EST: Convocado en roster ESPN 2026-06-06. FAR: Sin alerta publica confirmada en fuentes consultadas.,2026-06-06
AUS,Joel Bos,DEF,Feyenoord,,4.0,,,disponible,True,,,,Defensa joven Eredivisie,2026-06-06
AUS,Ajdin Hrustić,MED,Heracles Almelo,,4.0,,,disponible,True,,,,Mediocampista creativo,2026-06-06
PAR,Alejandro Sosa,DEL,Palmeiras,,1.0,,,disponible,True,,,,Extremo rápido,2026-06-06
TUR,Hakan Aktürkoğlu,DEL,Fenerbahçe,,15.0,,,disponible,True,,,,"Extremo goleador, máximo artillero activo",2026-06-06
TUR,Berkay Kökçü,MED,Beşiktaş,,3.0,,,disponible,True,,,,Mediocampista creativo,2026-06-06
